3
21.97564 13.69756
7.61629 4.01206
6.40807 21.29038
4
40.96273 -17.39065
36.60935 -22.96273
31.03727 -18.60935
5
113.54552 927.46592
110.79672 848.75068
-8.95919 892.33827
6
595.02022 93.96203
593.83364 59.98275
536.16636 96.01725
7
276.60444 364.27876
158.87129 208.84941
120.28675 360.38044
8
17.54804 6.09825
5.09825 3.45196
8.12879 19.80333
9
20.74370 14.24951
2.61329 6.55361
4.18002 19.31354
10
22.67325 15.66114
11.23268 2.02680
12.76732 23.97320
11
24.59111 17.10583
7.75667 3.20614
3.06221 20.72609
12
26.49640 18.58329
1.38616 18.14498
4.64858 24.03056
13
25.97404 7.30688
1.02120 15.22976
12.55042 29.78403
14
30.86425 14.98650
5.15808 6.63406
14.65541 31.93961
15
30.99392 10.24305
1.69912 22.67795
10.23811 32.50092
16
29.48503 6.46629
5.46629 7.51497
18.74153 35.98382
17
35.76439 13.44598
1.29638 16.74702
8.19687 34.39765
18
38.07007 15.12868
1.01157 20.33691
34.11975 33.71348
19
39.41010 29.81462
1.08945 23.88948
17.94391 41.76513
20
101.74524 119.98477
179.86355 -40.18150
5.44814 52.55682
21
89.14755 70.43429
70.75205 47.36706
26.55514 61.00000
22
57.42231 85.14700
39.61478 22.29266
12.42667 45.40182
23
50.69705 1.78712
-37.57092 18.25057
40.31787 36.10814
24
82.41484 34.03793
49.32169 22.64305
44.60511 90.09315
25
98.23500 118.77490
70.14684 53.86700
42.44322 94.63164
0
